UM_NAMEF;UM_NAMES;UM_CODE;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR;global_id
Полное наименование;Сокращённое наименование;Код;Транслитерация;Код вида;Код ОМК ТМ;Код ОМК ТЕ;Код КЛАДР;global_id
Уральская улица;Уральская ул.;46030;Ural`skaya ulicza;1;736110;1214;7,70140000160037E+016;58484421
Широкая улица;Широкая ул.;46035;Shirokaya ulicza;1;736110;1214;7,70140000160021E+016;58484422
Южная улица;Южная ул.;46040;Yuzhnaya ulicza;1;736110;1214;7,70140000160012E+016;58484423
Ясеневая улица;Ясеневая ул.;46045;Yasenevaya ulicza;1;736110;1214;7,70140000160014E+016;58484424
Троицкая улица;Троицкая ул.;46050;Troiczkaya ulicza;1;736140;1114;7,70140000060001E+016;58484425
Озёрная улица;Озёрная ул.;46055;Ozyornaya ulicza;1;736140;1114;7,70140000060006E+016;58484426
Троицкий проезд;Троицкий пр.;46060;Troiczkij proezd;3;736140;1114;7,70140000060007E+016;58484427
Ольховая улица;Ольховая ул.;46065;Ol`xovaya ulicza;1;736140;1114;7,70140000060008E+016;58484428
Берёзовая аллея;Берёзовая аллея;46070;Beryozovaya alleya;9;736140;1114;7,70140000060009E+016;58484429
Солнечная улица;Солнечная ул.;46075;Solnechnaya ulicza;1;736140;1114;7,70140000060005E+016;58484430
Жасминовая улица;Жасминовая ул.;46080;Zhasminovaya ulicza;1;736140;1114;7,7014000006001E+016;58484431
улица Русское Поле;ул. Русское Поле;46085;ulicza Russkoe Pole;1;736140;1114;7,70140000060003E+016;58484432
Лесная улица;Лесная ул.;46090;Lesnaya ulicza;1;736150;1212;7,70150000010001E+016;58484433
Солнечная улица;Солнечная ул.;46095;Solnechnaya ulicza;1;736150;1212;7,70150000010009E+016;58484434
Лесная улица;Лесная ул.;46100;Lesnaya ulicza;1;736210;1212;7,70150000190005E+016;58484435
Луговая улица;Луговая ул.;46105;Lugovaya ulicza;1;736210;1212;7,70150000190006E+016;58484436
Парковая улица;Парковая ул.;46110;Parkovaya ulicza;1;736210;1212;7,70150000190007E+016;58484437
Центральная улица;Центральная ул.;46115;Czentral`naya ulicza;1;736210;1212;7,70150000190008E+016;58484438
Заречная улица;Заречная ул.;46120;Zarechnaya ulicza;1;736300;1212;7,70150000150006E+016;58484439
Зелёная улица;Зелёная ул.;46125;Zelyonaya ulicza;1;736300;1212;7,70150000150007E+016;58484440
Полевая улица;Полевая ул.;46130;Polevaya ulicza;1;736300;1212;7,70150000150009E+016;58484441
Спасская улица;Спасская ул.;46135;Spasskaya ulicza;1;736300;1212;7,70150000150002E+016;58484442
Полевая улица;Полевая ул.;46140;Polevaya ulicza;1;736340;1115;7,70160000010005E+016;58484443
Сиреневая улица;Сиреневая ул.;46145;Sirenevaya ulicza;1;736340;1115;7,70160000010003E+016;58484444
Сосновая улица;Сосновая ул.;46150;Sosnovaya ulicza;1;736340;1115;7,70160000010004E+016;58484445
Весенняя улица;Весенняя ул.;46155;Vesennyaya ulicza;1;736370;1115;7,70160000190028E+016;58484446
Зелёный проезд;Зелёный пр.;46160;Zelyony'j proezd;3;736370;1115;7,7016000019003E+016;58484447
Луговая улица;Луговая ул.;46165;Lugovaya ulicza;1;736370;1115;7,70160000190029E+016;58484448
Отрадная улица;Отрадная ул.;46170;Otradnaya ulicza;1;736370;1115;7,70160000190012E+016;58484449
Подмосковная улица;Подмосковная ул.;46175;Podmoskovnaya ulicza;1;736370;1115;7,70160000190027E+016;58484450
Подольская улица;Подольская ул.;46180;Podol`skaya ulicza;1;736370;1115;7,70160000190026E+016;58484451
Полевая улица;Полевая ул.;46185;Polevaya ulicza;1;736370;1115;7,70160000190023E+016;58484452
Садовая улица;Садовая ул.;46190;Sadovaya ulicza;1;736370;1115;7,70160000190024E+016;58484453
Солнечная улица;Солнечная ул.;46195;Solnechnaya ulicza;1;736370;1115;7,70160000190025E+016;58484454
Центральная улица;Центральная ул.;46200;Czentral`naya ulicza;1;736370;1115;7,70160000190022E+016;58484455
Южная улица;Южная ул.;46205;Yuzhnaya ulicza;1;736370;1115;7,70160000190031E+016;58484456
Высокая улица;Высокая ул.;46210;Vy'sokaya ulicza;1;736500;1115;7,70160000050004E+016;58484457
Деснинская улица;Деснинская ул.;46215;Desninskaya ulicza;1;736380;1115;7,70160000040013E+016;58484458
Западная улица;Западная ул.;46220;Zapadnaya ulicza;1;736380;1115;7,70160000040007E+016;58484459
Лесная улица;Лесная ул.;46225;Lesnaya ulicza;1;736380;1115;7,70160000040009E+016;58484460
Молодёжная улица;Молодёжная ул.;46230;Molodyozhnaya ulicza;1;736380;1115;7,70160000040001E+016;58484461
Прудная улица;Прудная ул.;46235;Prudnaya ulicza;1;736380;1115;7,70160000040005E+016;58484462
Северная улица;Северная ул.;46240;Severnaya ulicza;1;736380;1115;7,70160000040004E+016;58484463
Центральная улица;Центральная ул.;46245;Czentral`naya ulicza;1;736380;1115;7,70160000040008E+016;58484464
улица Черёмушки;ул. Черёмушки;46250;ulicza Cheryomushki;1;736380;1115;7,70160000040002E+016;58484465
Рязановское шоссе;Рязановское ш.;46255;Ryazanovskoe shosse;6;736390;1115;7,70160000060009E+016;58484466
улица Зелёновка;ул. Зелёновка;46260;ulicza Zelyonovka;1;736520;1115;7,70160000110006E+016;58484467
Ореховая улица;Ореховая ул.;46265;Orexovaya ulicza;1;736520;1115;7,70160000110008E+016;58484468
улица Рагово;ул. Рагово;46270;ulicza Ragovo;1;736520;1115;7,70160000110003E+016;58484469
Троицкая улица;Троицкая ул.;46275;Troiczkaya ulicza;1;736520;1115;7,70160000110002E+016;58484470
Ивановская улица;Ивановская ул.;46280;Ivanovskaya ulicza;1;736450;1115;7,70160000140009E+016;58484471
Восточная улица;Восточная ул.;46285;Vostochnaya ulicza;1;736400;1115;7,70160000070003E+016;58484472
Вишнёвая улица;Вишнёвая ул.;46290;Vishnyovaya ulicza;1;736510;1115;7,70160000080005E+016;58484473
Северная улица;Северная ул.;46295;Severnaya ulicza;1;736510;1115;7,70160000080006E+016;58484474
улица Слобода;ул. Слобода;46300;ulicza Sloboda;1;736510;1115;7,70160000080003E+016;58484475
Дачная улица;Дачная ул.;46305;Dachnaya ulicza;1;736530;1113;7,70170000050004E+016;58484476
Удачная улица;Удачная ул.;46310;Udachnaya ulicza;1;736530;1113;7,70170000050003E+016;58484477
Лазурная улица;Лазурная ул.;46315;Lazurnaya ulicza;1;736560;1113;7,70170000020001E+016;58484478
Ясная улица;Ясная ул.;46320;Yasnaya ulicza;1;736560;1113;7,70170000020002E+016;58484479
Берёзовая улица;Берёзовая ул.;46325;Beryozovaya ulicza;1;736640;1114;7,70180000070004E+016;58484480
Зелёная улица;Зелёная ул.;46330;Zelyonaya ulicza;1;736640;1114;7,70180000070003E+016;58484481
Светлый бульвар;Светлый бульв.;46335;Svetly'j bul`var;8;736710;1114;7,70180000180001E+016;58484482
Берёзовая улица;Берёзовая ул.;46340;Beryozovaya ulicza;1;736710;1114;7,70180000180002E+016;58484483
Лесная улица;Лесная ул.;46345;Lesnaya ulicza;1;736860;1213;7,7019000008001E+016;58484484
улица Суворова;ул. Суворова;46350;ulicza Suvorova;1;736860;1213;7,70190000080006E+016;58484485
Урожайная улица;Урожайная ул.;46355;Urozhajnaya ulicza;1;736860;1213;7,70190000080001E+016;58484486
Центральная улица;Центральная ул.;46360;Czentral`naya ulicza;1;736860;1213;7,70190000080009E+016;58484487
Школьная улица;Школьная ул.;46365;Shkol`naya ulicza;1;736860;1213;7,70190000080003E+016;58484488
Сиреневая улица;Сиреневая ул.;46370;Sirenevaya ulicza;1;736880;1213;7,70190000100002E+016;58484489
Северная улица;Северная ул.;46375;Severnaya ulicza;1;736880;1213;7,70190000100001E+016;58484490
Прудная улица;Прудная ул.;46380;Prudnaya ulicza;1;736890;1213;7,70190000110001E+016;58484491
Южная улица;Южная ул.;46385;Yuzhnaya ulicza;1;736890;1213;7,70190000110002E+016;58484492
Заречная улица;Заречная ул.;46390;Zarechnaya ulicza;1;736910;1213;7,70190000120004E+016;58484493
Сосновая улица;Сосновая ул.;46395;Sosnovaya ulicza;1;736920;1213;7,70190000130004E+016;58484494
Речная улица;Речная ул.;46400;Rechnaya ulicza;1;736940;1213;7,70190000140002E+016;58484495
Лесная улица;Лесная ул.;46405;Lesnaya ulicza;1;736970;1213;7,70190000160004E+016;58484496
Озёрная улица;Озёрная ул.;46410;Ozyornaya ulicza;1;736970;1213;7,70190000160007E+016;58484497
улица Садовый Квартал;ул. Садовый Квартал;46415;ulicza Sadovy'j Kvartal;1;736970;1213;7,70190000160008E+016;58484498
улица Авиаторов;ул. Авиаторов;46420;ulicza Aviatorov;1;737010;1115;7,70000030000049E+016;58484499
Авиационная улица;Авиационная ул.;46425;Aviaczionnaya ulicza;1;737010;1115;7,70000030000047E+016;58484500
Барышевская улица;Барышевская ул.;46430;Bary'shevskaya ulicza;1;737010;1115;7,70000030000082E+016;58484501
1-я Барышевская улица;1-я Барышевская ул.;46435;Pervaya Bary'shevskaya ulicza;1;737010;1115;7,7000003000001E+016;58484502
2-я Барышевская улица;2-я Барышевская ул.;46440;Vtoraya Bary'shevskaya ulicza;1;737010;1115;7,70000030000075E+016;58484503
3-я Барышевская улица;3-я Барышевская ул.;46445;Tret`ya Bary'shevskaya ulicza;1;737010;1115;7,70000030000121E+016;58484504
Берёзовая улица;Берёзовая ул.;46450;Beryozovaya ulicza;1;737010;1115;7,70000030000125E+016;58484505
Бутовский тупик;Бутовский туп.;46455;Butovskij tupik;7;737010;1115;7,70000030000092E+016;58484506
Быковская улица;Быковская ул.;46460;By'kovskaya ulicza;1;737010;1115;7,70000030000122E+016;58484507
Весенняя улица;Весенняя ул.;46465;Vesennyaya ulicza;1;737010;1115;7,70000030000057E+016;58484508
Вишнёвая улица;Вишнёвая ул.;46470;Vishnyovaya ulicza;1;737010;1115;7,70000030000046E+016;58484509
Водопроводная улица;Водопроводная ул.;46475;Vodoprovodnaya ulicza;1;737010;1115;7,70000030000113E+016;58484510
Вокзальная улица;Вокзальная ул.;46480;Vokzal`naya ulicza;1;737010;1115;7,70000030000108E+016;58484511
Высотная улица;Высотная ул.;46485;Vy'sotnaya ulicza;1;737010;1115;7,70000030000037E+016;58484512
улица Гоголя;ул. Гоголя;46490;ulicza Gogolya;1;737010;1115;7,7000003000012E+016;58484513
улица Громова;ул. Громова;46495;ulicza Gromova;1;737010;1115;7,70000030000116E+016;58484514
улица Дзержинского;ул. Дзержинского;46500;ulicza Dzerzhinskogo;1;737010;1115;7,70000030000077E+016;58484515
Дорожная улица;Дорожная ул.;46505;Dorozhnaya ulicza;1;737010;1115;7,70000030000019E+016;58484516
Железнодорожная улица;Железнодорожная ул.;46510;Zheleznodorozhnaya ulicza;1;737010;1115;7,70000030000016E+016;58484517
Заводская улица;Заводская ул.;46515;Zavodskaya ulicza;1;737010;1115;7,70000030000111E+016;58484518
Западная улица;Западная ул.;46520;Zapadnaya ulicza;1;737010;1115;7,70000030000107E+016;58484519
Зелёная улица;Зелёная ул.;46525;Zelyonaya ulicza;1;737010;1115;7,70000030000034E+016;58484520
Индустриальная улица;Индустриальная ул.;46530;Industrial`naya ulicza;1;737010;1115;7,70000030000015E+016;58484521
улица Кирова;ул. Кирова;46535;ulicza Kirova;1;737010;1115;7,70000030000025E+016;58484522
Колхозная улица;Колхозная ул.;46540;Kolxoznaya ulicza;1;737010;1115;7,70000030000056E+016;58484523
Комсомольская улица;Комсомольская ул.;46545;Komsomol`skaya ulicza;1;737010;1115;7,70000030000095E+016;58484524
Кооперативная улица;Кооперативная ул.;46550;Kooperativnaya ulicza;1;737010;1115;7,70000030000033E+016;58484525
улица Космонавтов;ул. Космонавтов;46555;ulicza Kosmonavtov;1;737010;1115;7,70000030000096E+016;58484526
улица Котовского;ул. Котовского;46560;ulicza Kotovskogo;1;737010;1115;7,70000030000119E+016;58484527
улица Олега Кошевого;ул. Олега Кошевого;46565;ulicza Olega Koshevogo;1;737010;1115;7,70000030000073E+016;58484528
Красная улица;Красная ул.;46570;Krasnaya ulicza;1;737010;1115;7,70000030000114E+016;58484529
Красноармейская улица;Красноармейская ул.;46575;Krasnoarmejskaya ulicza;1;737010;1115;7,70000030000087E+016;58484530
улица Кутузова;ул. Кутузова;46580;ulicza Kutuzova;1;737010;1115;7,70000030000038E+016;58484531
улица Лермонтова;ул. Лермонтова;46585;ulicza Lermontova;1;737010;1115;7,70000030000017E+016;58484532
Лесная улица;Лесная ул.;46590;Lesnaya ulicza;1;737010;1115;7,70000030000076E+016;58484533
улица Ломоносова;ул. Ломоносова;46595;ulicza Lomonosova;1;737010;1115;7,70000030000081E+016;58484534
Люблинская улица;Люблинская ул.;46600;Lyublinskaya ulicza;1;737010;1115;7,70000030000089E+016;58484535
Майская улица;Майская ул.;46605;Majskaya ulicza;1;737010;1115;7,70000030000018E+016;58484536
улица Маяковского;ул. Маяковского;46610;ulicza Mayakovskogo;1;737010;1115;7,70000030000048E+016;58484537
улица Мичурина;ул. Мичурина;46615;ulicza Michurina;1;737010;1115;7,70000030000029E+016;58484538
Молодёжная улица;Молодёжная ул.;46620;Molodyozhnaya ulicza;1;737010;1115;7,7000003000009E+016;58484539
Московская улица;Московская ул.;46625;Moskovskaya ulicza;1;737010;1115;7,70000030000007E+016;58484540
Московский переулок;Московский пер.;46630;Moskovskij pereulok;2;737010;1115;7,70000030000004E+016;58484541
улица Мостотреста;ул. Мостотреста;46635;ulicza Mostotresta;1;737010;1115;7,70000030000041E+016;58484542
Набережная улица;Набережная ул.;46640;Naberezhnaya ulicza;1;737010;1115;7,70000030000008E+016;58484543
Новая улица;Новая ул.;46645;Novaya ulicza;1;737010;1115;7,7000003000004E+016;58484544
Новостроевская улица;Новостроевская ул.;46650;Novostroevskaya ulicza;1;737010;1115;7,70000030000035E+016;58484545
Овражная улица;Овражная ул.;46655;Ovrazhnaya ulicza;1;737010;1115;7,70000030000032E+016;58484546
Октябрьская улица;Октябрьская ул.;46660;Oktyabr`skaya ulicza;1;737010;1115;7,70000030000079E+016;58484547
улица 40 лет Октября;ул. 40 лет Октября;46665;ulicza Sorok let Oktyabrya;1;737010;1115;7,70000030000031E+016;58484548
улица Орджоникидзе;ул. Орджоникидзе;46670;ulicza Ordzhonikidze;1;737010;1115;7,70000030000006E+016;58484549
Остафьевская улица;Остафьевская ул.;46675;Ostaf`evskaya ulicza;1;737010;1115;7,70000030000002E+016;58484550
Остафьевское шоссе;Остафьевское ш.;46680;Ostaf`evskoe shosse;6;737010;1115;7,70000030000059E+016;58484551
Парковая улица;Парковая ул.;46685;Parkovaya ulicza;1;737010;1115;7,70000030000045E+016;58484552
Партизанская улица;Партизанская ул.;46690;Partizanskaya ulicza;1;737010;1115;7,70000030000074E+016;58484553
Первомайская улица;Первомайская ул.;46695;Pervomajskaya ulicza;1;737010;1115;7,70000030000104E+016;58484554
Пионерская улица;Пионерская ул.;46700;Pionerskaya ulicza;1;737010;1115;7,70000030000093E+016;58484555
Подольская улица;Подольская ул.;46705;Podol`skaya ulicza;1;737010;1115;7,70000030000071E+016;58484556
Почтовая улица;Почтовая ул.;46710;Pochtovaya ulicza;1;737010;1115;7,70000030000063E+016;58484557
Пролетарская улица;Пролетарская ул.;46715;Proletarskaya ulicza;1;737010;1115;7,70000030000053E+016;58484558
Прудовая улица;Прудовая ул.;46720;Prudovaya ulicza;1;737010;1115;7,70000030000091E+016;58484559
Пушкинская улица;Пушкинская ул.;46725;Pushkinskaya ulicza;1;737010;1115;7,70000030000062E+016;58484560
Рабочая улица;Рабочая ул.;46730;Rabochaya ulicza;1;737010;1115;7,70000030000043E+016;58484561
Радужная улица;Радужная ул.;46735;Raduzhnaya ulicza;1;737010;1115;7,70000030000022E+016;58484562
Речная улица;Речная ул.;46740;Rechnaya ulicza;1;737010;1115;7,70000030000068E+016;58484563
Садовая улица;Садовая ул.;46745;Sadovaya ulicza;1;737010;1115;7,70000030000039E+016;58484564
Светлая улица;Светлая ул.;46750;Svetlaya ulicza;1;737010;1115;7,70000030000058E+016;58484565
Северная улица;Северная ул.;46755;Severnaya ulicza;1;737010;1115;7,70000030000085E+016;58484566
Симферопольская улица;Симферопольская ул.;46760;Simferopol`skaya ulicza;1;737010;1115;7,70000030000078E+016;58484567
Сиреневая улица;Сиреневая ул.;46770;Sirenevaya ulicza;1;737010;1115;7,70000030000012E+016;58484568
Советская улица;Советская ул.;46775;Sovetskaya ulicza;1;737010;1115;7,70000030000054E+016;58484569
Совхозная улица;Совхозная ул.;46780;Sovxoznaya ulicza;1;737010;1115;7,70000030000126E+016;58484570
Спортивная улица;Спортивная ул.;46785;Sportivnaya ulicza;1;737010;1115;7,70000030000065E+016;58484571
улица Стасова;ул. Стасова;46790;ulicza Stasova;1;737010;1115;7,70000030000027E+016;58484572
улица Стасовой;ул. Стасовой;46795;ulicza Stasovoj;1;737010;1115;7,70000030000131E+016;58484573
Сыровская улица;Сыровская ул.;46800;Sy'rovskaya ulicza;1;737010;1115;7,70000030000112E+016;58484574
Театральная улица;Театральная ул.;46805;Teatral`naya ulicza;1;737010;1115;7,70000030000094E+016;58484575
улица Тимирязева;ул. Тимирязева;46810;ulicza Timiryazeva;1;737010;1115;7,70000030000086E+016;58484576
улица Толбухина;ул. Толбухина;46815;ulicza Tolbuxina;1;737010;1115;7,7000003000007E+016;58484577
Трудовая улица;Трудовая ул.;46820;Trudovaya ulicza;1;737010;1115;7,7000003000006E+016;58484578
Флотская улица;Флотская ул.;46825;Flotskaya ulicza;1;737010;1115;7,70000030000098E+016;58484579
Цветочная улица;Цветочная ул.;46830;Czvetochnaya ulicza;1;737010;1115;7,70000030000103E+016;58484580
1-я Центральная улица;1-я Центральная ул.;46835;Pervaya Czentral`naya ulicza;1;737010;1115;7,70000030000003E+016;58484581
2-я Центральная улица;2-я Центральная ул.;46840;Vtoraya Czentral`naya ulicza;1;737010;1115;7,70000030000001E+016;58484582
улица Чайковского;ул. Чайковского;46845;ulicza Chajkovskogo;1;737010;1115;7,70000030000099E+016;58484583
улица Чапаева;ул. Чапаева;46850;ulicza Chapaeva;1;737010;1115;7,70000030000117E+016;58484584
улица Чкалова;ул. Чкалова;46855;ulicza Chkalova;1;737010;1115;7,70000030000023E+016;58484585
Школьная улица;Школьная ул.;46860;Shkol`naya ulicza;1;737010;1115;7,7000003000011E+016;58484586
Щербинский проезд;Щербинский пр.;46865;Shherbinskij proezd;3;737010;1115;7,70000030000011E+016;58484587
улица Энгельса;ул. Энгельса;46870;ulicza E'ngel`sa;1;737010;1115;7,70000030000097E+016;58484588
Юбилейная улица;Юбилейная ул.;46875;Yubilejnaya ulicza;1;737010;1115;7,70000030000013E+016;58484589
Южная улица;Южная ул.;46880;Yuzhnaya ulicza;1;737010;1115;7,70000030000042E+016;58484590
площадь Академика Верещагина;пл. Академика Верещагина;46885;ploshhad` Akademika Vereshhagina;4;737000;1214;7,70000050000033E+016;58484591
Академическая площадь;Академическая пл.;46890;Akademicheskaya ploshhad`;4;737000;1214;7,70000050000025E+016;58484592
Академическая улица;Академическая ул.;46895;Akademicheskaya ulicza;1;737000;1214;7,70000050000009E+016;58484593
Андреевская улица;Андреевская ул.;46900;Andreevskaya ulicza;1;737000;1214;7,70000050000014E+016;58484594
Берёзовая улица;Берёзовая ул.;46905;Beryozovaya ulicza;1;737000;1214;7,70000050000074E+016;58484595
Богородская улица;Богородская ул.;46910;Bogorodskaya ulicza;1;737000;1214;7,70000050000067E+016;58484596
1-й Богородский переулок;1-й Богородский пер.;46915;Pervy'j Bogorodskij pereulok;2;737000;1214;7,70000050000015E+016;58484597
2-й Богородский переулок;2-й Богородский пер.;46920;Vtoroj Bogorodskij pereulok;2;737000;1214;7,70000050000012E+016;58484598
3-й Богородский переулок;3-й Богородский пер.;46925;Tretij Bogorodskij pereulok;2;737000;1214;7,7000005000008E+016;58484599
4-й Богородский переулок;4-й Богородский пер.;46930;Chetvyorty'j Bogorodskij pereulok;2;737000;1214;7,70000050000132E+016;58484600
Весенняя улица;Весенняя ул.;46935;Vesennyaya ulicza;1;737000;1214;7,70000050000058E+016;58484601
Высотная улица;Высотная ул.;46940;Vy'sotnaya ulicza;1;737000;1214;7,70000050000037E+016;58484602
Городская улица;Городская ул.;46945;Gorodskaya ulicza;1;737000;1214;7,70000050000086E+016;58484603
Дальняя улица;Дальняя ул.;46950;Dal`nyaya ulicza;1;737000;1214;7,70000050000051E+016;58484604
Дачная улица;Дачная ул.;46955;Dachnaya ulicza;1;737000;1214;7,70000050000065E+016;58484605
Еловая улица;Еловая ул.;46960;Elovaya ulicza;1;737000;1214;7,70000050000131E+016;58484606
Заречная улица;Заречная ул.;46965;Zarechnaya ulicza;1;737000;1214;7,70000050000059E+016;58484607
Звёздная улица;Звёздная ул.;46970;Zvyozdnaya ulicza;1;737000;1214;7,70000050000041E+016;58484608
Зелёная улица;Зелёная ул.;46975;Zelyonaya ulicza;1;737000;1214;7,7000005000004E+016;58484609
Индустриальная улица;Индустриальная ул.;46980;Industrial`naya ulicza;1;737000;1214;7,70000050000036E+016;58484610
Институтская улица;Институтская ул.;46985;Institutskaya ulicza;1;737000;1214;7,7000005000013E+016;58484611
Июльская улица;Июльская ул.;46990;Iyul`skaya ulicza;1;737000;1214;7,70000050000133E+016;58484612
Комсомольская улица;Комсомольская ул.;47000;Komsomol`skaya ulicza;1;737000;1214;7,70000050000062E+016;58484613
Комсомольский проезд;Комсомольский пр.;47005;Komsomol`skij proezd;3;737000;1214;7,70000050000129E+016;58484614
Лагерная улица;Лагерная ул.;47010;Lagernaya ulicza;1;737000;1214;7,70000050000006E+016;58484615
Лагерный переулок;Лагерный пер.;47015;Lagerny'j pereulok;2;737000;1214;7,7000005000002E+016;58484616
Лесная улица;Лесная ул.;47020;Lesnaya ulicza;1;737000;1214;7,7000005000005E+016;58484617
Лесхозная улица;Лесхозная ул.;47025;Lesxoznaya ulicza;1;737000;1214;7,70000050000081E+016;58484618
Мирная улица;Мирная ул.;47030;Mirnaya ulicza;1;737000;1214;7,7000005000003E+016;58484619
1-я Мичуринская улица;1-я Мичуринская ул.;47035;Pervaya Michurinskaya ulicza;1;737000;1214;7,70000050000022E+016;58484620
2-я Мичуринская улица;2-я Мичуринская ул.;47040;Vtoraya Michurinskaya ulicza;1;737000;1214;7,70000050000028E+016;58484621
Молодёжная улица;Молодёжная ул.;47045;Molodyozhnaya ulicza;1;737000;1214;7,70000050000035E+016;58484622
Набережная улица;Набережная ул.;47050;Naberezhnaya ulicza;1;737000;1214;7,70000050000073E+016;58484623
Нагорная улица;Нагорная ул.;47055;Nagornaya ulicza;1;737000;1214;7,70000050000039E+016;58484624
Нижняя улица;Нижняя ул.;47060;Nizhnyaya ulicza;1;737000;1214;7,70000050000052E+016;58484625
улица Новостройка;ул. Новостройка;47065;ulicza Novostrojka;1;737000;1214;7,70000050000008E+016;58484626
Большая Октябрьская улица;Б. Октябрьская ул.;47070;Bol`shaya Oktyabr`skaya ulicza;1;737000;1214;7,70000050000077E+016;58484627
Октябрьский проспект;Октябрьский просп.;47075;Oktyabr`skij prospekt;10;737000;1214;7,70000050000001E+016;58484628
Парковая улица;Парковая ул.;47080;Parkovaya ulicza;1;737000;1214;7,70000050000064E+016;58484629
Парковый переулок;Парковый пер.;47085;Parkovy'j pereulok;2;737000;1214;7,70000050000069E+016;58484630
Первомайская улица;Первомайская ул.;47090;Pervomajskaya ulicza;1;737000;1214;7,70000050000055E+016;58484631
Песчаная улица;Песчаная ул.;47095;Peschanaya ulicza;1;737000;1214;7,70000050000023E+016;58484632
Пионерская улица;Пионерская ул.;47100;Pionerskaya ulicza;1;737000;1214;7,70000050000034E+016;58484633
Пионерский проезд;Пионерский пр.;47105;Pionerskij proezd;3;737000;1214;7,70000050000017E+016;58484634
улица Полковника Милиции Курочкина;ул. Полковника Милиции Курочкина;47110;ulicza Polkovnika Miliczii Kurochkina;1;737000;1214;7,70000050000027E+016;58484635
Прибрежная улица;Прибрежная ул.;47115;Pribrezhnaya ulicza;1;737000;1214;7,70000050000128E+016;58484636
Промышленная улица;Промышленная ул.;47120;Promy'shlennaya ulicza;1;737000;1214;7,70000050000072E+016;58484637
улица Просека;ул. Просека;47125;ulicza Proseka;1;737000;1214;7,70000050000032E+016;58484638
улица Пушковых;ул. Пушковых;47130;ulicza Pushkovy'x;1;737000;1214;7,70000050000066E+016;58484639
Рабочая улица;Рабочая ул.;47135;Rabochaya ulicza;1;737000;1214;7,70000050000047E+016;58484640
Радужная улица;Радужная ул.;47140;Raduzhnaya ulicza;1;737000;1214;7,70000050000007E+016;58484641
Речная улица;Речная ул.;47145;Rechnaya ulicza;1;737000;1214;7,70000050000076E+016;58484642
Рождественская улица;Рождественская ул.;47150;Rozhdestvenskaya ulicza;1;737000;1214;7,70000050000005E+016;58484643
Рождественский переулок;Рождественский пер.;47155;Rozhdestvenskij pereulok;2;737000;1214;7,70000050000013E+016;58484644
Садовая улица;Садовая ул.;47160;Sadovaya ulicza;1;737000;1214;7,70000050000068E+016;58484645
Светлая улица;Светлая ул.;47165;Svetlaya ulicza;1;737000;1214;7,70000050000042E+016;58484646
Северная улица;Северная ул.;47170;Severnaya ulicza;1;737000;1214;7,70000050000016E+016;58484647
Сиреневый бульвар;Сиреневый бульв.;47175;Sirenevy'j bul`var;8;737000;1214;7,70000050000079E+016;58484648
Солнечная улица;Солнечная ул.;47180;Solnechnaya ulicza;1;737000;1214;7,70000050000048E+016;58484649
Сосновая улица;Сосновая ул.;47185;Sosnovaya ulicza;1;737000;1214;7,70000050000057E+016;58484650
Софийская улица;Софийская ул.;47190;Sofijskaya ulicza;1;737000;1214;7,70000050000031E+016;58484651
Спортивная улица;Спортивная ул.;47195;Sportivnaya ulicza;1;737000;1214;7,70000050000004E+016;58484652
улица Текстильщиков;ул. Текстильщиков;47200;ulicza Tekstil`shhikov;1;737000;1214;7,70000050000046E+016;58484653
Теннисная улица;Теннисная ул.;47205;Tennisnaya ulicza;1;737000;1214;7,70000050000019E+016;58484654
Тихая улица;Тихая ул.;47210;Tixaya ulicza;1;737000;1214;7,70000050000075E+016;58484655
улица Тупик;ул. Тупик;47215;ulicza Tupik;1;737000;1214;7,70000050000071E+016;58484656
Учительский переулок;Учительский пер.;47220;Uchitel`skij pereulok;2;737000;1214;7,70000050000056E+016;58484657
Фабричная площадь;Фабричная пл.;47225;Fabrichnaya ploshhad`;4;737000;1214;7,70000050000043E+016;58484658
Физическая улица;Физическая ул.;47230;Fizicheskaya ulicza;1;737000;1214;7,70000050000092E+016;58484659
Фруктовая улица;Фруктовая ул.;47235;Fruktovaya ulicza;1;737000;1214;7,70000050000083E+016;58484660
Цветочная улица;Цветочная ул.;47240;Czvetochnaya ulicza;1;737000;1214;7,70000050000021E+016;58484661
Центральная улица;Центральная ул.;47245;Czentral`naya ulicza;1;737000;1214;7,70000050000002E+016;58484662
Школьная улица;Школьная ул.;47250;Shkol`naya ulicza;1;737000;1214;7,70000050000044E+016;58484663
Юбилейная улица;Юбилейная ул.;47255;Yubilejnaya ulicza;1;737000;1214;7,70000050000029E+016;58484664
Южная улица;Южная ул.;47260;Yuzhnaya ulicza;1;737000;1214;7,70000050000038E+016;58484665
Ягодная улица;Ягодная ул.;47265;Yagodnaya ulicza;1;737000;1214;7,70000050000003E+016;58484666
1-я улица Лесные Поляны;1-я ул. Лесные Поляны;47270;Pervaya ulicza Lesny'e Polyany';1;736540;1113;7,70170000040003E+016;58484667
2-я улица Лесные Поляны;2-я ул. Лесные Поляны;47275;Vtoraya ulicza Lesny'e Polyany';1;736540;1113;7,70170000040002E+016;58484668
